title	issn	issn2	is_ajol	is_scopus	is_wos	is_ulrich
annals of pediatric surgery	2090-5394	1687-4137	1	0	0	0
archives of medical and biomedical research	1694-2078	1694-2086	1	0	0	0
arumaruka: journal of conversational thinking	NULL	NULL	1	0	0	0
atbu journal of environmental technology	1596-6305	NULL	1	0	0	0
babcock university medical journal	2465-6666	2756-4657	1	0	0	1
bahir dar university journal of law	NULL	NULL	1	0	0	0
bakolori journal of general studies	2630-6638	2630-6980	1	0	0	0
batna journal of medical sciences	2437-0665	NULL	1	0	0	0
bayero journal of medical laboratory science	2635-3792	NULL	1	0	0	0
bayero journal of nursing and health care	2659-1464	NULL	1	0	0	0
bayero journal of pure and applied sciences	2006-6996	NULL	1	0	0	0
bio-research	2705-3822	NULL	1	0	0	0
bnr economic review	2706-8587	NULL	1	0	0	0
borno medical journal	0189-9422	2437-1734	1	0	0	0
bulletin of animal health and production in africa	0378-9721	NULL	1	0	0	0
caliphate journal of science and technology	2705-3121	2705-313X	1	0	0	0
central african journal of medicine	NULL	0008-9176	1	0	0	1
chemical society of ethiopia bulletin	1011-3924	1726-801X	1	1	1	1
chemsearch journal	2384-6028	NULL	1	0	0	0
contemporary journal of african studies	2343-6530	NULL	1	0	0	0
cradle of knowledge: african journal of educational and social science research (the)	NULL	NULL	1	0	0	0
creative artist: a journal of theatre and media studies	2006-6910	NULL	1	0	0	0
critical studies in teaching and learning	2310-7103	NULL	1	0	0	1
dirasat hispanicas: revista tunecina de estudios hispánicos	NULL	NULL	1	0	0	0
dutse journal of pure and applied sciences	2635-3490	2476-8316	1	0	0	0
east africa science	2664-0996	2664-1003	1	0	0	0
east african health research journal	2520-5285	2520-5277	1	0	0	0
east african journal of biophysical and computational sciences	2789-360X	2789-3618	1	0	0	0
interdisciplinary perspectives on infectious diseases	1687-708X	1687-7098	0	1	0	0
african journal of pharmacy and pharmacology	1996-0816	NULL	0	0	1	0
east african journal of education and social sciences	2714-2132	2714-2183	1	0	0	0
east african journal of sciences	1992-0407	1993-8195	1	0	0	1
east african orthopaedic journal	1994-1072	NULL	1	0	0	0
east and central african journal of surgery	1024-297X	NULL	1	0	0	1
eastern africa social science research review	1027-1775	1684-4173	1	0	0	1
economic and policy review	NULL	NULL	1	0	0	0
egyptian journal of biochemistry and molecular biology	2090-2603	1687-1502	1	0	0	0
egyptian journal of hospital medicine	1687-2002	2090-7125	1	1	0	0
egyptian journal of medical human genetics	2090-2441	1110-8630	1	1	0	0
egyptian journal of pediatric allergy and immunology (the)	2314-8934	NULL	1	0	1	0
ejotmas: ekpoma journal of theatre and media arts	2449-1179	NULL	1	0	0	0
english in africa	2071-7474	0376-8902	1	0	1	1
environmental technology and science journal	2705-1919	2705-3636	1	0	0	0
equity journal of science and technology	2354-1814	2682-5961	1	0	0	0
ergonomics sa	1010-2728	NULL	1	0	0	1
esarbica journal: journal of the eastern and southern africa regional branch of the international council on archives	0376-4753	NULL	1	0	0	0
ethiopian journal of agricultural sciences	0257-2605	2415-2382	1	0	0	0
ethiopian journal of biological sciences	1819-8678	NULL	1	0	0	0
ethiopian journal of education	2523-0980	0425-4414	1	0	0	1
ethiopian journal of education and sciences	1998-8907	2309-8600	1	0	0	0
ethiopian journal of environmental studies and management	1998-0507	NULL	1	0	0	0
ethiopian journal of health sciences	1029-1857	2413-7170	1	1	1	1
ethiopian journal of human rights	2307-6097	NULL	1	0	0	0
ethiopian journal of pediatrics and child health	2413-2640	2519-0334	1	0	0	0
ethiopian journal of science and technology	1816-3378	2312-6019	1	0	0	0
ethiopian journal of the social sciences and humanities	1810-4487	2520-582X	1	0	0	1
ethiopian pharmaceutical journal	1029-5933	NULL	1	0	0	1
ethiopian renaissance journal of social sciences and humanities	NULL	NULL	1	0	0	0
ethiopian veterinary journal	1683-6324	2221-5034	1	0	0	1
evidence-based nursing research	NULL	NULL	1	0	0	0
federal polytechnic ilaro journal of pure and applied sciences	NULL	NULL	1	0	0	0
filosofia theoretica	2276-8386	2408-5987	1	1	0	1
funai journal of science and technology	2504-9534	NULL	1	0	0	1
fuoye journal of engineering and technology	2579-0625	2579-0617	1	0	0	0
gender and behaviour	1596-9231	NULL	1	0	0	0
ghana dental journal 	0855-5311	2408-7823	1	0	0	0
ghana journal of agricultural science	0855-0042	NULL	1	0	0	0
ghana journal of development studies	0855-6768	NULL	1	0	0	1
ghana journal of geography	2821-8892	NULL	1	0	0	0
ghana journal of linguistics	2026-6596	NULL	1	0	0	0
ghana journal of religion and theology	NULL	NULL	1	0	0	0
ghana journal of science	NULL	0016-9544	1	0	0	1
ghana journal of science, technology and development	NULL	NULL	1	0	0	0
ghana library journal	0016-9552	0855-3033	1	0	0	0
ghana medical journal	2616-163X	0016-9560	1	1	0	1
ghana mining journal	2616-1478	0855-210X	1	0	0	0
ghanaian journal of animal science	0855-7349	NULL	1	0	0	0
global journal of agricultural sciences	1596-2903	NULL	1	0	0	0
global journal of educational research	2313-3856	1596-6224	1	0	0	0
international journal of antennas and propagation	1687-5869	1687-5877	0	1	0	0
global journal of engineering research	1596-292X	NULL	1	0	0	0
global journal of geological sciences	1596-6798	NULL	1	0	0	0
global journal of pure and applied sciences	1118-0579	NULL	1	0	0	0
global journal of social sciences	1596-6216	NULL	1	0	0	0
hafed poly journal of science, management and technology	NULL	NULL	1	0	0	0
haki journal of human rights	2789-9845	2789-9837	1	0	0	0
haramaya law review	2305-3739	2227-2178	1	0	0	0
african journal of psychiatry	1994-8220	NULL	0	0	1	0
health sa	1025-9848	2071-9736	1	1	1	1
health sciences investigations journal	2720-7609	2704-4890	1	0	0	0
hervormde teologiese studies	0259-9422	2072-8050	1	1	1	1
highland medical research journal	1596-2407	NULL	1	0	0	1
huria	0856-6739	NULL	1	0	0	1
hybrid journal of literary and cultural studies	2707-2169	2707-2150	1	0	0	0
ibadan journal of humanistic studies	0189-2622	2141-9744	1	0	0	0
ife journal of science	0794-4896	2504-897X	1	0	0	1
ife psychologia	NULL	1117-1421	1	0	0	1
ilorin journal of religious studies	2141-7040	NULL	1	0	0	1
indilinga: african journal of indigenous knowledge systems	1683-0296	NULL	1	0	0	0
indopacific journal of phenomenology	2079-7222	1445-7377	1	0	0	1
information impact	2141-4297	2360-994X	1	0	0	1
information technologist (the)	2805-3478	NULL	1	0	0	0
inkanyiso: journal of humanities and social sciences	2077-8317	NULL	1	0	0	0
international journal of breast cancer	2090-3189	2090-3170	0	1	0	0
inrternational journal of modern anthropology	1737-7374	1737-8176	1	0	0	1
international journal of african higher education 	NULL	NULL	1	0	0	0
international journal of basic, applied and innovative research	2384-681X	NULL	1	0	0	0
international journal of biological and chemical sciences	1991-8631	1997-342X	1	0	0	0
international journal of current research in the humanities	NULL	NULL	1	0	0	0
international journal of development and management review	2734-3316	2659-112X	1	0	0	0
international journal of educational research	1595-8485	NULL	1	0	0	0
international journal of differential equations	1687-9643	1687-9651	0	1	0	0
international journal of energetica	2543-3717	NULL	1	0	0	1
international journal of engineering, science and technology	2141-2839	NULL	1	0	0	0
international journal of information security, privacy and digital forensics	NULL	NULL	1	0	0	0
international journal of mathematical sciences and optimization: theory and  applications	NULL	NULL	1	0	0	0
international journal of pedagogy, policy and ict in education	2026-6081	NULL	1	0	0	0
internet journal of medical update - ejournal	1694-0423	NULL	1	0	1	0
investigational medicinal chemistry and pharmacology	2617-0027	2617-0019	1	0	0	0
african journal of rhetoric	1998-2054	1998-2054	0	0	1	0
italian studies in southern africa/studi d'italianistica nell'africa australe	2225-7039	NULL	1	0	0	0
jarida la chama cha lugha na fasihi ya kiswahili tanzania (chalufakita)	2591-7013	NULL	1	0	0	0
jos journal of medicine	2006-0734	NULL	1	0	0	0
journal de la faculté de médecine d’oran	NULL	NULL	1	0	0	0
journal de la recherche scientifique de l’université de lomé	2413-354X	NULL	1	0	0	0
journal for sustainable development law and policy	2467-8406	2467-8392	1	0	0	1
journal of academic finance	NULL	NULL	1	0	0	0
journal of agricultural extension	2408-6851	1119-944X	1	0	1	0
journal of agricultural research and development	1596-5511	NULL	1	0	0	1
journal of agriculture and environment	2695-236X	NULL	1	0	0	0
journal of agriculture and food sciences	2026-5204	NULL	0	0	0	1
aksu journal of agriculture and food sciences	2467-8651	1597-1074	1	0	0	1
journal of agriculture, science and technology	1561-7645	NULL	1	0	0	0
journal of applied biosciences	1997-5902	NULL	1	0	0	1
journal of applied science and technology	0855-2215	NULL	1	0	0	1
journal of applied sciences and environmental management	2659-1502	NULL	1	0	0	0
journal of aquatic sciences	1115-2788	1018-3469	1	0	0	0
journal of banking	2736-1772	1597-2569	1	0	0	0
journal of basic and clinical reproductive sciences	2320-2041	NULL	1	0	0	0
journal of child and adolescent mental health	1728-0583	1728-0591	1	0	0	0
journal of community medicine and primary health care	0794-7410	NULL	1	0	0	1
journal of computer science and its application	2006-5523	NULL	1	0	0	0
journal of consumer sciences	0378-5254	NULL	1	0	1	0
journal of development and communication studies	2305-7432	NULL	1	0	0	0
journal of dietitians association of nigeria	2635-3326	2141-8209	1	0	0	0
journal of east africa natural history	NULL	1026-1613	1	0	0	1
journal of educational foundations	1119-9210	NULL	1	0	0	0
journal of endocrinology metabolism and diabetes of south africa	1608-9677	2220-1009	1	0	0	1
journal of equity in sciences and sustainable development	2523-1901	NULL	1	0	0	1
international journal of food science	2314-5765	2356-7015	0	1	0	0
journal of food stability	2664-5513	2663-1741	1	0	0	0
journal of fundamental and applied sciences	1112-9867	NULL	1	0	0	1
international journal of genomics	2314-4378	2314-436X	0	1	0	0
journal of health, applied sciences and management	NULL	NULL	1	0	0	0
international journal of geophysics	1687-885X	1687-8868	0	1	0	0
journal of humanities	1016-0728	NULL	1	0	0	1
journal of interventional epidemiology and public health	2664-2824	NULL	1	0	0	0
journal of language, technology & entrepreneurship in africa	1998-1279	NULL	1	0	0	0
international journal of hepatology	2090-3456	2090-3448	0	1	0	0
journal of medical and biomedical sciences	2026-6294	NULL	1	0	0	1
journal of medicine and biomedical research	1596-6941	NULL	1	0	0	1
journal of pharmaceutical and allied sciences	1596-8499	NULL	1	0	0	1
journal of pharmacy and bioresources	0189-8442	NULL	1	0	0	1
journal of phytomedicine and therapeutics	1118-1028	NULL	1	1	0	0
international journal of microbiology	1687-918X	1687-9198	0	1	0	0
journal of policy and development studies 	NULL	NULL	1	0	0	0
journal of radiography and radiation sciences	2736-1071	2736-1063	1	0	0	0
journal of research in forestry, wildlife and environment	2141-1778	NULL	1	0	0	0
journal of research in national development	1596-8308	NULL	1	0	0	0
journal of science and sustainable development	2304-2702	2414-4479	1	0	0	0
journal of science and technology (ghana)	2026-5646	0855-0395	1	0	0	0
journal of social development in africa	1012-1080	1726-3700	1	0	0	1
journal of sociology and development	2507-7783	NULL	1	0	0	1
journal of student affairs in africa	2311-1771	2307-6267	1	0	0	1
journal of the cameroon academy of sciences	2617-3948	2617-393X	1	0	0	0
journal of the musical arts in africa	1812-1004	2070-626X	1	0	1	0
journal of the nigerian optometric association	0794-0033	0795-0039	1	0	0	0
journal of the pan african thoracic society	2694-4561	NULL	1	0	0	0
international journal of polymer science	1687-9422	1687-9430	0	1	0	0
journal of the south african society of archivists	1012-2796	NULL	1	0	0	0
jumuga journal of education, oral studies, and human sciences	NULL	NULL	1	0	0	0
kanem journal of medical sciences	2006-4772	2714-2426	1	0	0	1
kashere journal of education	2756-6013	2756-6021	1	0	0	0
kca journal of business management	2071-2162	2072-7992	1	0	0	1
kioo cha lugha	2546-2210	0856-0617	1	0	0	0
kiswahili	2546-2229	0856-048X	1	0	0	1
law democracy and development online	2077-4907	NULL	1	0	0	1
legon journal of the humanities	0855-0050	2458-746X	1	0	0	1
les cahiers du cread	1012-0009	2437-0568	1	0	0	1
les cahiers du mecas	NULL	NULL	1	0	0	0
lexikos	1684-4904	2224-0039	1	0	1	1
african natural history	2305-7963	1816-8396	0	0	1	0
libyan journal of medicine	1993-2820	1819-6357	1	0	1	0
lwati: a journal of contemporary research	1813-2227	NULL	1	0	0	0
madagascar conservation & development	1662-2510	NULL	1	0	0	0
makerere journal of higher education	1816-6822	2707-6113	1	0	0	0
malawi journal of economics	2312-9204	NULL	1	0	0	0
malawi medical journal	1995-7262	1995-7270	1	1	1	1
mansoura veterinary medical journal	2682-2512	1110-7219	1	0	0	0
marang	NULL	1816-7659	1	0	0	1
medical journal of zambia	0047-651X	NULL	1	0	0	0
metamorphosis	1018-6409	2307-5031	1	0	0	1
mgbakoigba: journal of african studies	2346-7126	NULL	1	0	0	0
microbes and infectious diseases	2682-4140	2682-4132	1	0	0	1
mizan law review	2309-902X	1998-9881	1	0	0	0
momona ethiopian journal of science	2073-073X	2220-184X	1	0	1	1
mtafiti mwafrika (african researcher)	1607-0011	NULL	1	0	0	0
mulika journal	NULL	NULL	1	0	0	0
new agenda: south african journal of social and economic policy	1607-2820	NULL	1	0	0	0
nigeria agricultural journal	0300-368X	NULL	1	0	0	0
nigeria journal of pure and applied physics	1596-0862	NULL	1	0	0	0
international journal of telemedicine and applications	1687-6423	1687-6415	0	1	0	0
international journal of vascular medicine	2090-2832	2090-2824	0	1	0	0
jamba	1996-1421	2072-845X	0	1	1	1
journal for studies in economics and econometrics	2693-5198	0379-6205	0	1	0	1
journal of advanced research	NULL	2090-1232	0	1	1	0
journal of advanced transportation	2042-3195	0197-6729	0	1	0	0
nigerian food journal	0189-7241	NULL	1	0	0	0
african vision and eye health journal	0378-9411	2410-3039	0	0	1	0
nigerian health journal	NULL	NULL	1	0	0	0
agrekon	0303-1853	2078-0400	0	0	1	0
journal of computer networks and communications	2090-715X	2090-7141	0	1	0	0
journal of diabetes research	2314-6753	2314-6745	0	1	0	0
journal of drug and alcohol research	2090-8334	2090-8342	0	1	0	0
akroterion	2079-2883	0303-1896	0	0	1	1
journal of education	0259-479X	2520-9868	0	1	1	1
journal of energy in southern africa print	1021-447X	NULL	0	1	1	1
journal of engineering united kingdom	2314-4904	2314-4912	0	1	0	0
journal of environmental and public health	1687-9813	1687-9805	0	1	0	0
nigerian journal of animal science	2682-6550	2645-2952	1	0	0	0
journal of function spaces	2314-8896	2314-8888	0	1	0	0
journal of genetic engineering and biotechnology	1687-157X	2090-5920	0	1	0	0
journal of healthcare engineering	2040-2309	2040-2295	0	1	0	0
journal of immunology research	2314-8861	2314-7156	0	1	0	0
annals of african medicine	1596-3519	0975-5764	0	0	1	0
journal of marine sciences	2633-4674	2633-4666	0	1	0	0
anthropology southern africa	2332-3256	2332-3264	0	0	1	0
journal of mathematics	2314-4629	2314-4785	0	1	0	0
arab journal of nuclear sciences and applications	1110-0451	1110-0451	0	0	1	0
arab journal of urology	2090-598X	2090-5998	0	0	1	0
architecture south africa	1682-9387	1682-9387	0	0	1	0
bordonrevista de pedagogia	0210-5934	2340-6577	0	0	1	0
journal of nutrition and metabolism	2090-0724	2090-0732	0	1	0	0
catrinathe international journal of environmental sciences	1687-5052	2090-2786	0	0	1	0
nigerian journal of basic and applied sciences	0794-5698	NULL	1	0	0	1
communicare	0259-0069	NULL	0	0	1	1
communicatio	1753-5379	NULL	0	0	1	1
communitas	1023-0556	2415-0525	0	0	1	0
critical arts	1992-6049	NULL	0	0	1	1
current allergy clinical immunology	1609-3607	1609-3607	0	0	1	0
current writingtext and reception in southern africa	1013-929X	2159-9130	0	0	1	0
de arte	2471-4100	NULL	0	0	1	1
de jure	1466-3597	2225-7160	0	0	1	1
eastern mediterranean health journal	1020-3397	1687-1634	0	0	1	1
ecquid noviafrican journalism studies	0256-0054	NULL	0	0	1	0
journal of skin cancer	2090-2905	2090-2913	0	1	0	0
educational research for social change	2221-4070	NULL	0	0	1	1
journal of spectroscopy	2314-4920	2314-4939	0	1	0	0
egyptian informatics journal	1110-8665	2090-4754	0	0	1	0
egyptian journal of agronomy	0379-3575	2357-0288	0	0	1	0
egyptian journal of anaesthesia	1110-1849	1687-1804	0	0	1	1
journal of the egyptian national cancer institute	2589-0409	1110-0362	0	1	1	0
journal of the south african institution of civil engineering	NULL	1021-2019	0	1	1	0
journal of the southern african institute of mining and metallurgy	NULL	2225-6253	0	1	1	0
journal of toxicology	1687-8191	1687-8205	0	1	0	0
journal of transport and supply chain management	1995-5235	2310-8789	0	1	1	1
egyptian journal of dermatology and venereology	1110-6530	2314-7407	0	0	1	0
egyptian journal of forensic sciences	2090-536X	2090-5939	0	0	1	1
egyptian journal of haematology	1110-1067	2090-9268	0	0	1	0
nigerian journal of biotechnology	0189-1731	NULL	1	0	0	0
journal of tropical medicine	1687-9694	1687-9686	0	1	0	0
egyptian journal of soil science	0302-6701	2357-0369	0	0	1	0
egyptian journal of veterinary science	NULL	NULL	0	0	1	1
egyptian pediatric association gazette	1110-6638	2090-9942	0	0	1	0
english academy reviewsouthern african journal of english studies	1013-1752	1753-5360	0	0	1	0
nigerian journal of botany	NULL	NULL	1	0	0	0
nigerian journal of chemical research	1119-0221	NULL	1	0	0	0
english studies in africa	0013-8398	1943-8117	0	0	1	0
la tunisie medicale	0041-4131	NULL	0	1	0	1
euromediterranean journal for environmental integration	2365-6433	2365-7448	0	0	1	0
french studies in southern africa	0259-0247	0259-0247	0	0	1	0
future business journal	2314-7202	2314-7210	0	0	1	0
future journal of pharmaceutical sciences	2314-7245	2314-7253	0	0	1	0
ghana social science journal	0855-4730	0855-4730	0	0	1	0
ewash ti	2509-1069	NULL	0	0	0	1
journal of elryssala for media studies	2543-3938	2602-7763	0	0	0	1
pamj clinical medicine	2707-2797	NULL	0	0	0	1
revue economie gestion et societe	2458-6250	NULL	0	0	0	1
revue des etudes mutidisciplinaires en sciences economiques et sociales	2489-2068	NULL	0	0	0	1
ibom medical journal	1597-7188	NULL	0	0	0	1
agenda abingdon	NULL	NULL	0	0	0	1
arab journal of biotechnology	NULL	1687-9899	0	0	0	1
bmj nigerian edition	1118-4485	NULL	0	0	0	1
bmj west african edition	1119-2984	NULL	0	0	0	1
journal africain de genetique	NULL	NULL	0	0	0	1
larhyss journal	1112-3680	NULL	0	1	0	1
literator	0258-2279	2219-8237	0	1	1	1
journal of theology for southern africa	NULL	NULL	0	0	0	1
identity culture and politics	0851-2914	NULL	0	0	0	1
null	306~~~320	NULL	0	0	0	1
sa banker	NULL	NULL	0	0	0	1
nigerian journal of christian studies	2805-3710	2636-6126	1	0	0	0
nigerian journal of clinical medicine	2141-1123	2141-1131	1	0	0	0
malaria research and treatment	2044-4362	2090-8075	0	1	0	0
nigerian journal of clinical practice	1596-2598	2229-7731	1	1	1	0
nigerian journal of dental research	2636-4956	2714-4089	1	0	0	0
nigerian journal of economic history	NULL	NULL	1	0	0	0
hesperistamuda	0018-1005	0018-1005	0	0	1	0
historia	NULL	2309-8392	0	0	0	1
in die skriflig	1018-6441	2305-0853	0	0	1	1
international journal of african renaissance studies	1818-6874	1753-7274	0	0	1	0
international journal of photoenergy	1110-662X	1687-529X	0	0	1	0
imhotep	1608-9324	NULL	0	0	0	1
international journal of physical sciences	1992-1950	NULL	0	0	1	0
international journal of the physical sciences	1992-1950	NULL	0	0	1	0
international journal of veterinary science and medicine	2314-4580	2314-4599	0	0	1	0
assiut university journal of mathematics and computer science	1687-4897	NULL	0	0	0	1
journal of cultural studies	1595-0956	NULL	0	0	0	1
nigerian journal of family practice	2141-9884	NULL	1	0	0	0
international sportmed journal	1528-3356	NULL	0	0	1	0
historical kan periodical	2090-0449	NULL	0	0	0	1
egyptian ophthalmological society journal	2090-0686	2314-6648	0	0	0	1
egyptian academic journal of biological sciences b zoology	2090-0759	2090-0821	0	0	0	1
egyptian academic journal of biological sciences c physiology and molecular biology	2090-0767	2090-083X	0	0	0	1
egyptian academic journal of biological sciences d histology and histochemistry	2090-0775	2090-0848	0	0	0	1
egyptian academic journal of biological sciences e medical entomology and parasitology	2090-0783	2090-0856	0	0	0	1
egyptian academic journal of biological sciences f toxicology and pest control	2090-0791	2090-0864	0	0	0	1
egyptian academic journal of biological sciences g microbiology	2090-0872	2090-0880	0	0	0	1
international journal of engineering science and technology	2141-2820	NULL	0	0	0	1
nigerian journal of gastroenterology and hepatology	2251-0079	NULL	1	0	0	0
african nebula	NULL	1837-7963	0	0	0	1
oye ogun journal of arts	0795-9478	NULL	0	0	0	1
nigerian journal of guidance and counselling	0794-0831	NULL	1	0	0	0
journal of advanced studies in topology	2090-8288	2090-388X	0	0	0	1
investment analysts journal	1029-3523	2077-0227	0	0	1	0
medicalfresh 2022 05011997 | taylor francis taylor francis waldo 1997 | taylor francis taylor francis african studies collection 05011997 | taylor francis taylor francis arts humanities archive 1101196911301996 | taylor francis taylor francis arts humanities archive 2011 1101196911301996 | taylor francis taylor francis arts humanities archive 2012 1101196911301996 | taylor francis taylor francis arts humanities archive 2013 1101196911301996 | taylor francis taylor francis arts humanities archive 2014 1101196911301996 | taylor francis taylor francis arts humanities archive 2015 1101196911301996 | taylor francis taylor francis arts humanities archive 2016 1101196911301996 | taylor francis taylor francis arts humanities archive 2017 1101196911301996 | taylor francis taylor francis arts humanities archive 2018 1101196911301996 | taylor francis taylor francis arts humanities archive 2019 1101196911301996 | taylor francis taylor francis arts humanities archive 2020 1101196911301996 | taylor francis taylor francis arts humanities archive 2021 1101196911301996 | taylor francis taylor francis arts humanities archive 2022 1101196911301996 | taylor francis taylor francis arts humanities archive 2023 1101196911301996 | taylor francis taylor francis arts humanities collection 05011997 | taylor francis taylor francis arts humanities modern archive 2016 0501199701312006 | taylor francis taylor francis arts humanities modern archive 2017 0501199701312006 | taylor francis taylor francis arts humanities modern archive 2018 0501199701312006 | taylor francis taylor francis arts humanities modern archive 2019 0501199701312006 | taylor francis taylor francis arts humanities modern archive 2020 0501199701312006 | taylor francis taylor francis arts humanities modern archive 2021 0501199701312006 | taylor francis taylor francis arts humanities modern archive 2022 0501199701312006 | taylor francis taylor francis arts humanities modern archive 2023 0501199701312006 | taylor francis taylor francis arts humanities modern archive part ii 2023 0101200712312011 | taylor francis taylor francis complete library database model 05011997 | taylor francis taylor francis current content access 05011997 | taylor francis taylor francis databasemodel deff 2017 1997 | taylor francis taylor francis databasemodel deff 2018 1997 | taylor francis taylor francis humanities archive 2023 1101196911301996 | taylor francis taylor francis humanties archive 2018 1101196911301996 | taylor francis taylor francis humanties archive 2019 1101196911301996 | taylor francis taylor francis humanties archive 2020 1101196911301996 | taylor francis taylor francis humanties archive 2021 1101196911301996 | taylor francis taylor francis humanties archive 2022 1101196911301996 | taylor francis taylor francis library ssh st combined 2013 nesli2 01011997 | taylor francis taylor francis library ssh 2013 nesli2 01011997 | taylor francis taylor francis online bibsam 01011997 | taylor francis taylor francis online 2017 caul 05011997 | taylor francis taylor francis online 2018 caul 05011997 | taylor francis taylor francis online 2019 caul 05011997 | taylor francis taylor francis online 2020 caul 05011997 | taylor francis taylor francis online 2021 caul 05011997 | taylor francis taylor francis online 2022 caul 05011997 | taylor francis taylor francis online perpetual access 2019 caul 0101201904302019 | taylor francis taylor francis open access read publish 05011997 | taylor francis taylor francis social science humanities and science technology library database model 05011997 | taylor francis taylor francis social science humanities database model 05011997 | taylor francis taylor francis social science and humanities library 05011997 | taylor francis taylor francis social science and humanities library draa 1997 | taylor francis taylor francis ssh couperin 05011997 | taylor francis taylor francis ssh couperin 2013 1997 | taylor francis taylor francis ssh couperin 2014 1997 | taylor francis taylor francis ssh and st surfmarket | taylor francis taylor francis ssh cross access surfmarket 1997 | taylor francis taylor francis ssh library crkn 05011997 | taylor francis taylor francis ssh library 2017 surfmarket 1997 | taylor francis taylor francis surfmarket | taylor francis taylor francisbibsamjournals20152017 01011997 | taylor francis taylor francisbibsamssh + st library 2015 collection20182020 01011997 | taylor francis taylor francisbibsamssh + st library 2018 collection20182020 01011997 | taylor francis taylor francisjisc collectionscombined social science and humanities and science and technology20182020 01011997 | taylor francis taylor francisjisc collectionscombined ssh st2018 01011997 | taylor francis taylor francisjisc collectionsfull collection20152017 01011997 | taylor francis taylor francisjisc collectionsfull collectionexpanded20162017 01011997 | taylor francis taylor francisjisc collectionssocial science and humanities collection20152017 01011997 | taylor francis taylor francisjisc collectionssocial science and humanities collectionexpanded20162017 01011997 | taylor francis taylor francisjisc collectionssocial science and humanities20182020 01011997 | taylor francis taylor francisjisc collectionsssh2018 01011997 | taylor francis taylor francisjisc collectionstransformative agreement 20212023 publishing list all titles | taylor francis taylor francisjisc collectionstransformative agreement 20212023social sciences and humanities collection reading list 01011997 | taylor francis taylor francismaster 3349 titles 01011969 | taylor francis taylor francisnesli2social science and humanities collection and science and technology collection20122014year 2 01011997 | taylor francis taylor francisnesli2social science and humanities collection and science and technology collection20122014year 3 01011997 | taylor francis taylor francisnesli2social science and humanities collection20122014year 2 01011997 | taylor francis taylor francisnesli2social science and humanities collection20122014year 3 01011997 | taylor francis taylor and francis ejournals ukb 20212023 1998 | taylor francis taylor and francissocial sciences and humanities collections collections2010 without dm verification 933 titles 01011997	Clarivate Analytics Web of Science   685895 coverage dropped A ONL	NULL	0	0	0	1
r d journal online	2309-8988	NULL	0	0	0	1
middle east fertility society journal	NULL	1110-5690	0	1	1	0
wound healing	1998-8885	2076-8893	0	0	0	1
professional nursing today	1607-6672	2220-1076	0	0	0	1
journal for new generation sciences	1684-4998	1684-4998	0	0	1	0
ethiopian e journal for research and innovation foresight	2042-6356	NULL	0	0	0	1
icgst international journal on graphics vision and image processing	1687-398X	1687-3998	0	0	0	1
journal for semitics	1013-8471	1013-8471	0	0	1	0
sa orthopaedic journal	1681-150X	2309-8309	0	0	0	1
journal of modern methods in numerical mathematics	2090-8296	2090-4770	0	0	0	1
international journal of business and public management	2218-6603	2223-6244	0	0	0	1
journal for the study of religion	1011-7601	2413-3027	0	0	1	1
journal of communications and computer engineering	2090-830X	2090-6234	0	0	0	1
libyan journal of agriculture	1010-3740	NULL	0	0	0	1
nairobi law monthly	NULL	NULL	0	0	0	1
missionalia southern african journal of missiology	0256-9507	2312-878X	0	1	0	1
mobile information systems	1574-017X	1875-905X	0	1	0	0
veterinary medical journal giza	1110-1423	2537-1045	0	0	0	1
discovery and innovation	1015-079X	NULL	0	0	0	1
nigerian journal of medicine	1115-2613	1597-7927	1	0	0	0
nidan	1016-5320	2414-8636	0	0	0	1
nigerian journal of natural products and medicine	1118-6267	NULL	1	0	0	0
nigerian journal of nutritional sciences	2805-4008	0189-0913	1	1	0	0
journal of mauritian studies	1013-0152	NULL	0	0	0	1
nigerian journal of ophthalmology	2468-8363	NULL	1	0	0	0
south african journal of criminal justice	1011-8527	1996-2118	0	0	0	1
acta criminologica	1012-8093	NULL	0	0	0	1
tydskrif vir islamkunde	0257-7062	NULL	0	0	0	1
nigerian journal of paediatrics	0302-4660	NULL	1	0	0	0
nigerian journal of parasitology	1117-4145	NULL	1	1	0	0
bestuursdinamika	1019-567X	NULL	0	0	0	1
mansoura journal of pharmaceutical sciences	NULL	NULL	0	0	0	1
psychology bulletin	NULL	NULL	0	0	0	1
focus	NULL	NULL	0	0	0	1
psychoanalytic psychotherapy in south africa	1023-0548	NULL	0	0	0	1
nigerian journal of pharmaceutical research	2635-3555	0189-8434	1	0	0	0
nigerian journal of physiological sciences	0794-859X	NULL	1	1	0	0
nigerian journal of psychiatry	0189-1774	NULL	1	0	0	0
alexandria science exchange	1110-0176	2536-9784	0	0	0	1
journal of contemporary african studies	0258-9001	1469-9397	0	0	1	0
southern african journal of mathematics and science education	1022-4572	NULL	0	0	0	1
mosenodi	1021-559X	NULL	0	0	0	1
nigerian journal of social psychology	2682-6151	2682-6143	1	0	0	0
alternation	1023-1757	2519-5476	0	0	0	1
journal of early christian history	2222-582X	2471-4054	0	0	1	0
global journal of medical research	2467-8783	NULL	0	0	0	1
international journal of agricultural and veterinary sciences	2467-8708	NULL	0	0	0	1
nigerian journal of surgery	1117-6806	NULL	1	0	0	0
arumaruka	2788-7928	NULL	0	0	0	1
